x,y
0.22922923,0.5536083
0.23023023,0.45047784
0.23123123,0.39311978
0.23223223,0.66173714
0.23323323,0.54854417
0.23423423,0.5761227
0.23523523,0.5698801
0.23623623,0.5679231
0.23723723,0.47497436
0.23823823,0.48977715
0.23923923,0.7175566
0.24024023,0.7434733
0.24124123,0.5277936
0.24224223,0.694186
0.24324323,0.53812754
0.24424425,0.6989234
0.24524525,0.6515973
0.24624625,0.43143034
0.24724725,0.6969963
0.24824825,0.5317781
0.24924925,0.5484201
0.25025025,0.6413466
0.25125125,0.703025
0.25225225,0.76460946
0.25325325,0.5857058
0.25425425,0.7127963
0.25525525,0.6099043
0.25625625,0.681593
0.25725725,0.80203235
0.25825825,0.79607683
0.25925925,0.7388064
0.26026025,0.7159733
0.26126125,0.6236667
0.26226225,0.60936475
0.26326326,0.77597904
0.26426426,0.8037788
0.26526526,0.76316196
0.26626626,0.7309383
0.26726726,0.83580923
0.26826826,0.9613005
0.26926926,0.9637627
0.27027026,0.89221823
0.27127126,0.82392913
0.27227226,0.8809772
0.27327326,0.90284693
0.27427426,0.84387654
0.27527526,0.864057
0.27627626,0.8857534
0.27727726,0.9093688
0.27827826,0.6439285
0.27927926,0.6989635
0.28028026,0.7542695
0.28128126,0.7506946
0.2822823,0.9294691
0.2832833,1.0185864
0.2842843,0.76930946
0.2852853,0.84050274
0.2862863,1.0271662
0.2872873,0.88650876
0.2882883,0.83207905
0.2892893,0.8462042
0.2902903,0.9513245
0.2912913,0.8262614
0.2922923,0.98888195
0.2932933,1.1025705
0.2942943,1.0456138
0.2952953,0.9669323
0.2962963,1.0325224
0.2972973,1.0980753
0.2982983,1.0375262
0.2992993,1.1563103
0.3003003,0.94512033
0.3013013,1.0339857
0.3023023,1.1393505
0.3033033,1.1071441
0.3043043,0.85998785
0.3053053,0.86150795
0.3063063,1.084906
0.3073073,1.1296996
0.3083083,1.1211768
0.3093093,1.1552494
0.3103103,1.2186638
0.3113113,1.0015966
0.3123123,1.0008005
0.3133133,1.0034463
0.3143143,0.9567124
0.3153153,0.9558968
0.3163163,1.0286555
0.3173173,0.9328489
0.3183183,0.9807311
0.3193193,1.0216844
0.3203203,0.9689723
0.3213213,1.0251542
0.3223223,0.99579847
0.3233233,1.0939543
0.3243243,1.0546824
0.3253253,1.1793078
0.3263263,1.1026974
0.3273273,1.0476651
0.3283283,1.0759654
0.3293293,1.0811002
0.3303303,1.3689805
0.3313313,1.148148
0.3323323,1.1310877
0.33333334,1.0864336
0.33433434,1.0856352
0.33533534,1.0648537
0.33633634,1.1186941
0.33733734,1.3370931
0.33833835,1.2457808
0.33933935,1.1923285
0.34034035,1.2633314
0.34134135,1.104645
0.34234235,1.2577641
0.34334335,1.0943304
0.34434435,1.1423016
0.34534535,1.2457124
0.34634635,1.3434956
0.34734735,1.3943884
0.34834835,1.1382722
0.34934935,1.2371314
0.35035035,1.0313561
0.35135135,1.1581224
0.35235235,1.2258587
0.35335335,1.1574575
0.35435435,1.1541414
0.35535535,1.3425047
0.35635635,1.183493
0.35735735,1.1367328
0.35835835,1.1637387
0.35935935,1.0163062
0.36036035,1.2054249
0.36136135,1.0462795
0.36236235,1.320766
0.36336336,1.0170717
0.36436436,1.2326725
0.36536536,1.1449913
0.36636636,1.3700148
0.36736736,1.2834586
0.36836836,1.3346245
0.36936936,1.2134145
0.37037036,1.2756354
0.37137136,1.2788806
0.37237236,1.1701162
0.37337336,1.1306485
0.37437436,1.0958606
0.37537536,1.1186521
0.37637636,1.1876525
0.37737736,1.2208751
0.37837836,1.1736948
0.37937936,1.2476143
0.38038036,1.2130351
0.38138136,1.2729568
0.38238236,1.2373072
0.38338336,1.2725536
0.3843844,1.2604412
0.3853854,1.189866
0.3863864,1.4656814
0.3873874,1.1134809
0.3883884,1.1875594
0.3893894,1.2607942
0.3903904,1.262132
0.3913914,1.1835425
0.3923924,1.2850927
0.3933934,1.0982959
0.3943944,1.2896829
0.3953954,1.0940522
0.3963964,1.1580446
0.3973974,1.2330234
0.3983984,1.159161
0.3993994,1.0944709
0.4004004,1.0801659
0.4014014,1.1017587
0.4024024,1.0826448
0.4034034,1.0933254
0.4044044,1.1530325
0.4054054,1.2652441
0.4064064,1.1064223
0.4074074,1.0348752
0.4084084,1.1994957
0.4094094,1.2119241
0.4104104,1.0753499
0.4114114,1.0563235
0.4124124,1.1242788
0.4134134,1.025529
0.4144144,1.150351
0.4154154,1.0002233
0.4164164,1.1207243
0.4174174,0.9264322
0.4184184,1.2494522
0.4194194,1.0270032
0.4204204,0.9173558
0.4214214,0.80049753
0.4224224,1.0738765
0.4234234,1.044067
0.4244244,1.0580821
0.4254254,0.90002644
0.4264264,1.122664
0.4274274,0.8382523
0.4284284,1.0918776
0.4294294,0.91683984
0.4304304,0.8718177
0.4314314,1.0945946
0.4324324,0.784466
0.4334334,0.8449527
0.4344344,0.85553664
0.4354354,0.74389577
0.43643644,0.8902313
0.43743744,0.75348085
0.43843845,0.72949237
0.43943945,0.8096045
0.44044045,0.98084027
0.44144145,0.93682486
0.44244245,0.8624052
0.44344345,0.83400166
0.44444445,0.69424874
0.44544545,0.824894
0.44644645,0.619516
0.44744745,0.7193416
0.44844845,0.93351626
0.44944945,0.7143694
0.45045045,0.68807584
0.45145145,0.74899524
0.45245245,0.5699573
0.45345345,0.3509047
0.45445445,0.7228192
0.45545545,0.7825582
0.45645645,0.71093065
0.45745745,0.7644557
0.45845845,0.5958975
0.45945945,0.6678508
0.46046045,0.6603139
0.46146145,0.46909797
0.46246246,0.72199774
0.46346346,0.50208366
0.46446446,0.46277225
0.46546546,0.5914751
0.46646646,0.5620674
0.46746746,0.4690435
0.46846846,0.55077523
0.46946946,0.52127385
0.47047046,0.37549073
0.47147146,0.3907652
0.47247246,0.6084731
0.47347346,0.4444065
0.47447446,0.51773643
0.47547546,0.3119424
0.47647646,0.4821127
0.47747746,0.29084527
0.47847846,0.44731605
0.47947946,0.36368147
0.48048046,0.440483
0.48148146,0.28222138
0.48248246,0.19511251
0.48348346,0.31114033
0.48448446,0.10866296
0.48548546,0.2598459
0.48648646,0.3344611
0.4874875,0.3802846
0.4884885,0.2600339
0.4894895,0.25672004
0.4904905,0.3086973
0.4914915,0.16453813
0.4924925,0.19040069
0.4934935,0.19566187
0.4944945,0.122928776
0.4954955,0.04456394
0.4964965,0.12280462
0.4974975,-0.09158335
0.4984985,-0.016374983
0.4994995,0.105002746
0.5005005,0.051230006
0.5015015,-0.05134999
0.5025025,0.11329547
0.5035035,-0.029150646
0.5045045,0.060527403
0.5055055,0.12698758
0.5065065,-0.113331236
0.5075075,-0.076557174
0.5085085,0.0328314
0.5095095,-0.17865667
0.5105105,-0.23565978
0.5115115,-0.12599418
0.5125125,-0.19685853
0.5135135,-0.27352393
0.5145145,-0.23351382
0.5155155,-0.22897094
0.5165165,-0.27396768
0.5175175,-0.20980881
0.5185185,-0.040477753
0.5195195,-0.16713727
0.5205205,-0.2651248
0.5215215,-0.09344955
0.5225225,-0.19880754
0.5235235,-0.33528
0.5245245,-0.2307803
0.5255255,-0.24435471
0.5265265,-0.37727845
0.5275275,-0.32826594
0.5285285,-0.29053718
0.5295295,-0.392571
0.5305305,-0.38280246
0.5315315,-0.3274799
0.5325325,-0.20572782
0.5335335,-0.36567637
0.5345345,-0.3655331
0.5355355,-0.4097057
0.5365365,-0.46216446
0.5375375,-0.22055276
0.5385385,-0.38496733
0.5395396,-0.48569927
0.5405406,-0.61296153
0.5415416,-0.5657141
0.5425426,-0.4029941
0.5435436,-0.48815104
0.5445446,-0.37525654
0.5455456,-0.48459288
0.5465466,-0.6537761
0.5475476,-0.6345259
0.5485486,-0.6648656
0.5495496,-0.5210957
0.5505506,-0.5052875
0.5515516,-0.4015478
0.5525526,-0.7567987
0.5535536,-0.5228318
0.5545546,-0.56768227
0.5555556,-0.8193435
0.5565566,-0.5141626
0.5575576,-0.6950806
0.5585586,-0.57701415
0.5595596,-0.63270295
0.5605606,-0.7681505
0.5615616,-0.7368568
0.5625626,-0.810855
0.5635636,-0.7622232
0.5645646,-0.8125537
0.5655656,-0.980763
0.5665666,-0.67966765
0.5675676,-0.65084195
0.5685686,-0.6489964
0.5695696,-0.8871683
0.5705706,-0.84137094
0.5715716,-0.95368165
0.5725726,-0.6239227
0.5735736,-0.8293063
0.5745746,-0.61936283
0.5755756,-0.6415624
0.5765766,-0.7692836
0.5775776,-1.0001374
0.5785786,-0.80517536
0.5795796,-1.0404084
0.5805806,-0.94517577
0.5815816,-0.66486335
0.5825826,-1.0246518
0.5835836,-0.92592865
0.5845846,-0.7230806
0.5855856,-0.7384242
0.5865866,-0.94318163
0.5875876,-0.895038
0.5885886,-0.81756747
0.5895896,-0.745208
0.5905906,-0.91701037
0.5915916,-0.7340927
0.5925926,-0.95335954
0.5935936,-0.89248985
0.5945946,-0.9770262
0.5955956,-0.9360999
0.5965966,-0.9333712
0.5975976,-0.9808852
0.5985986,-1.0521959
0.5995996,-0.9855751
0.6006006,-1.0047747
0.6016016,-1.1120098
0.6026026,-1.0171683
0.6036036,-1.0976113
0.6046046,-1.0194786
0.6056056,-1.0756276
0.6066066,-0.8684536
0.6076076,-1.0935836
0.6086086,-1.2606609
0.6096096,-0.85084933
0.6106106,-0.96269524
0.6116116,-1.0147012
0.6126126,-0.891515
0.6136136,-1.0912702
0.6146146,-1.2356176
0.6156156,-1.0750109
0.6166166,-1.1081251
0.6176176,-1.0642059
0.6186186,-1.0501875
0.6196196,-1.0634516
0.6206206,-0.9395439
0.6216216,-1.0095015
0.6226226,-1.079763
0.6236236,-1.0212659
0.6246246,-1.1121632
0.6256256,-0.92919075
0.6266266,-1.0419271
0.6276276,-1.2032758
0.6286286,-1.1089532
0.6296296,-1.1109325
0.6306306,-1.0240397
0.6316316,-0.9920933
0.6326326,-0.9943425
0.6336336,-1.2062596
0.6346346,-0.9624645
0.6356356,-1.1613797
0.6366366,-1.1697879
0.6376376,-1.1250743
0.6386386,-1.0375096
0.6396396,-1.0752566
0.6406406,-0.9767973
0.6416417,-0.8128135
0.6426427,-1.0148721
0.6436437,-1.1220695
0.6446447,-1.1231866
0.6456457,-1.0136847
0.6466467,-1.1389545
0.6476477,-1.1220944
0.6486487,-1.0064088
0.6496497,-1.0748631
0.6506507,-1.1493819
0.6516517,-0.8455208
0.6526527,-1.2062811
0.6536537,-1.1039004
0.6546547,-1.0527943
0.6556557,-0.9474177
0.6566567,-1.0091417
0.6576577,-0.8069893
0.6586587,-0.93088967
0.6596597,-0.9950782
0.6606607,-0.77831995
0.6616617,-1.0708201
0.6626627,-1.1132895
0.6636637,-1.0788888
0.6646647,-1.0469549
0.6656657,-0.9693159
0.6666667,-0.91250616
0.6676677,-0.97963613
0.6686687,-1.0718814
0.6696697,-1.0232325
0.6706707,-1.0249671
0.6716717,-1.0526174
0.6726727,-0.92658955
0.6736737,-0.664428
0.6746747,-0.8648123
0.6756757,-0.8695168
0.6766767,-0.9556485
0.6776777,-1.1311804
0.6786787,-0.7990436
0.6796797,-0.7984306
0.6806807,-1.1348467
0.6816817,-0.87852293
0.6826827,-0.8314753
0.6836837,-1.0464385
0.6846847,-0.8293682
0.6856857,-0.9548556
0.6866867,-0.9017699
0.6876877,-0.8074891
0.6886887,-0.8355597
0.6896897,-0.7490416
0.6906907,-0.74331677
0.6916917,-0.93513507
0.6926927,-0.7334816
0.6936937,-0.9344829
0.6946947,-0.80529577
0.6956957,-0.9350142
0.6966967,-0.83580273
0.6976977,-0.9466985
0.6986987,-0.872311
0.6996997,-0.9061239
0.7007007,-0.7285247
0.7017017,-0.9937047
0.7027027,-0.83105004
0.7037037,-0.86888456
0.7047047,-0.8448054
0.7057057,-0.7227458
0.7067067,-0.6843586
0.7077077,-0.6995105
0.7087087,-0.6257206
0.7097097,-0.5858023
0.7107107,-0.677403
0.7117117,-0.7575796
0.7127127,-0.6322447
0.7137137,-0.5645332
0.7147147,-0.6954891
0.7157157,-0.7260875
0.7167167,-0.6987445
0.7177177,-0.67735666
0.7187187,-0.61977637
0.7197197,-0.6870095
0.7207207,-0.68524337
0.7217217,-0.78327745
0.7227227,-0.5954744
0.7237237,-0.4918376
0.7247247,-0.57905024
0.7257257,-0.6300691
0.7267267,-0.57192695
0.7277277,-0.60333854
0.7287287,-0.8184253
0.7297297,-0.6156173
0.7307307,-0.66788363
0.7317317,-0.48695534
0.7327327,-0.59862787
0.7337337,-0.54309624
0.7347347,-0.5346241
0.7357357,-0.5205107
0.7367367,-0.57370955
0.7377377,-0.51712435
0.7387387,-0.5441811
0.7397397,-0.56170624
0.7407407,-0.43294677
0.7417417,-0.46093
0.7427427,-0.40369013
0.7437438,-0.41657174
0.7447448,-0.58610535
0.7457458,-0.4713774
0.7467468,-0.56400007
0.7477478,-0.28728867
0.7487488,-0.3873104
0.7497498,-0.51407385
0.7507508,-0.657821
0.7517518,-0.407574
0.7527528,-0.6849151
0.7537538,-0.40172333
0.7547548,-0.5610236
0.7557558,-0.5707874
0.7567568,-0.3831508
0.7577578,-0.50086063
0.7587588,-0.54683167
0.7597598,-0.3267684
0.7607608,-0.49303755
0.7617618,-0.4112994
0.7627628,-0.48925304
0.7637638,-0.47709686
0.7647648,-0.3948856
0.7657658,-0.44341108
0.7667668,-0.31108254
0.7677678,-0.47056445
0.7687688,-0.43306148
0.7697698,-0.53590715
0.7707708,-0.30846897
0.7717718,-0.44509923
0.7727728,-0.29905236
0.7737738,-0.4337447
0.7747748,-0.27793616
0.7757758,-0.3929108
0.7767768,-0.262943
0.7777778,-0.24287812
0.7787788,-0.3110199
0.7797798,-0.35141927
0.7807808,-0.43407664
0.7817818,-0.47374237
0.7827828,-0.1964364
0.7837838,-0.48976266
0.7847848,-0.3088959
0.7857858,-0.46785858
0.7867868,-0.26457846
0.7877878,-0.22862089
0.7887888,-0.2747457
0.7897898,-0.15567148
0.7907908,-0.2812809
0.7917918,-0.25461924
0.7927928,-0.27284202
0.7937938,-0.24204546
0.7947948,-0.35100698
0.7957958,-0.23763259
0.7967968,-0.19685978
0.7977978,-0.26295152
0.7987988,-0.44773382
0.7997998,-0.27301413
0.8008008,-0.22295743
0.8018018,-0.08593072
0.8028028,-0.19797525
0.8038038,-0.19694951
0.8048048,-0.13212806
0.8058058,-0.17333245
0.8068068,-0.34671718
0.8078078,-0.48955786
0.8088088,-0.31197178
0.8098098,-0.10495645
0.8108108,-0.10737577
0.8118118,0.0027567595
0.8128128,-0.2613415
0.8138138,-0.23658949
0.8148148,-0.25168422
0.8158158,-0.30386573
0.8168168,-0.27842999
0.8178178,-0.046663806
0.8188188,-0.26142398
0.8198198,-0.02308397
0.8208208,0.018553272
0.8218218,-0.3520813
0.8228228,-0.45118397
0.8238238,-0.070718855
0.8248248,-0.26781806
0.8258258,-0.23733185
0.8268268,-0.27234903
0.8278278,-0.13492832
0.8288288,-0.29067138
0.8298298,-0.17781006
0.8308308,-0.26499718
0.8318318,-0.297949
0.8328328,-0.103921324
0.8338338,-0.32229567
0.8348348,-0.28472716
0.8358358,-0.28474778
0.8368368,-0.18479814
0.8378378,-0.15949607
0.8388388,-0.42527854
0.8398398,-0.20307511
0.8408408,-0.14412105
0.8418418,-0.17560427
0.8428428,-0.34169695
0.8438438,-0.2869852
0.8448448,-0.2886497
0.8458458,-0.33612123
0.8468469,-0.2367592
0.8478479,-0.204291
0.8488489,-0.23169304
0.8498499,-0.45105457
0.8508509,-0.39880595
0.8518519,-0.39438334
0.8528529,-0.043977365
0.8538539,-0.22682685
0.8548549,-0.23658021
0.8558559,-0.2995015
0.8568569,0.026579723
0.8578579,-0.27499852
0.8588589,-0.26136166
0.8598599,-0.23458894
0.8608609,-0.42667788
0.8618619,-0.26335713
0.8628629,-0.3489426
0.8638639,-0.2637723
0.8648649,-0.26567712
0.8658659,-0.38728133
0.8668669,-0.19636285
0.8678679,-0.22058357
0.8688689,-0.106281176
0.8698699,-0.29630473
0.8708709,-0.28755763
0.8718719,-0.3680061
0.8728729,-0.3482368
0.8738739,-0.33299023
0.8748749,-0.28589398
0.8758759,-0.31614095
0.8768769,-0.34257373
0.8778779,-0.3293699
0.8788789,-0.45650887
0.8798799,-0.32038036
0.8808809,-0.27770475
0.8818819,-0.5298715
0.8828829,-0.32614836
0.8838839,-0.2700524
0.8848849,-0.28864253
0.8858859,-0.3371492
0.8868869,-0.30157402
0.8878879,-0.31568298
0.8888889,-0.42397842
0.8898899,-0.2045781
0.8908909,-0.3410291
0.8918919,-0.27611288
0.8928929,-0.3700762
0.8938939,-0.33632204
0.8948949,-0.33093527
0.8958959,-0.41912943
0.8968969,-0.0036005974
0.8978979,-0.51669294
0.8988989,-0.3662587
0.8998999,-0.20093252
0.9009009,-0.2774868
0.9019019,-0.4240011
0.9029029,-0.4552528
0.9039039,-0.40064734
0.9049049,-0.16032262
0.9059059,-0.33623236
0.9069069,-0.34407547
0.9079079,-0.24779585
0.9089089,-0.19214419
0.9099099,-0.18814628
0.9109109,-0.57435393
0.9119119,-0.49335068
0.9129129,-0.3608366
0.9139139,-0.4059785
0.9149149,-0.4256169
0.9159159,-0.32197574
0.9169169,-0.3982528
0.9179179,-0.40140012
0.9189189,-0.27141637
0.9199199,-0.42514804
0.9209209,-0.2802611
0.9219219,-0.5120167
0.9229229,-0.53694737
0.9239239,-0.26201057
0.9249249,-0.37765265
0.9259259,-0.27160865
0.9269269,-0.511823
0.9279279,-0.4541529
0.9289289,-0.24158654
0.9299299,-0.42792353
0.9309309,-0.36895254
0.9319319,-0.45365933
0.9329329,-0.4635533
0.9339339,-0.33637202
0.9349349,-0.43343827
0.9359359,-0.4884169
0.9369369,-0.23887992
0.9379379,-0.45423627
0.9389389,-0.4726958
0.9399399,-0.4051748
0.9409409,-0.42896292
0.9419419,-0.50156856
0.9429429,-0.5494314
0.9439439,-0.37739328
0.9449449,-0.22695428
0.9459459,-0.47932127
0.9469469,-0.24391861
0.9479479,-0.21228811
0.948949,-0.48381808
0.94995,-0.256957
0.950951,-0.28497586
0.951952,-0.46432233
0.952953,-0.3178617
0.953954,-0.26052874
0.954955,-0.376805
0.955956,-0.2890312
0.956957,-0.41443884
0.957958,-0.41403687
0.958959,-0.40119782
0.95996,-0.4529375
0.960961,-0.46168923
0.961962,-0.2985373
0.962963,-0.43150377
0.963964,-0.38563454
0.964965,-0.34867394
0.965966,-0.5387984
0.966967,-0.35460925
0.967968,-0.45838353
0.968969,-0.4249347
0.96997,-0.45985502
0.970971,-0.1069783
0.971972,-0.48643523
0.972973,-0.40513027
0.973974,-0.4008467
0.974975,-0.3407463
0.975976,-0.24590659
0.976977,-0.17857526
0.977978,-0.40792224
0.978979,-0.42196876
0.97998,-0.34735802
0.980981,-0.36684978
0.981982,-0.2521336
0.982983,-0.3815403
0.983984,-0.2987667
0.984985,-0.45741743
0.985986,-0.3373962
0.986987,-0.39874604
0.987988,-0.40402704
0.988989,-0.25905445
0.98999,-0.19878377
0.990991,-0.16938595
0.991992,-0.11816539
0.992993,-0.16511065
0.993994,-0.17018318
0.994995,-0.22992209
0.995996,-0.16226187
0.996997,-0.16920395
0.997998,-0.18570472
0.998999,-0.18774302
1.0,-0.22193089
